t,x,x_dot,theta,theta_dot,u
0,4.91655e-06,0.00983309,0.149992,-0.0165134,10
0.001,1.96662e-05,0.0196662,0.149967,-0.0330273,10
0.002,4.4249e-05,0.0294994,0.149926,-0.049542,10
0.003,7.8665e-05,0.0393326,0.149868,-0.0660579,10
0.004,0.000122914,0.0491659,0.149794,-0.0825755,10
0.005,0.000176997,0.0589994,0.149703,-0.0990952,10
0.006,0.000240913,0.068833,0.149595,-0.115617,10
0.007,0.000314663,0.0786668,0.149472,-0.132143,10
0.008,0.000398247,0.0885007,0.149331,-0.148671,10
0.009,0.000491665,0.0983349,0.149174,-0.165203,10
0.01,0.000594917,0.108169,0.149001,-0.18174,10
0.011,0.000708003,0.118004,0.148811,-0.198281,10
0.012,0.000830925,0.127839,0.148604,-0.214826,10
0.013,0.000963587,0.137486,0.148381,-0.231004,9.81083
0.014,0.00110579,0.146918,0.148142,-0.246764,9.5957
0.015,0.00125732,0.15614,0.147888,-0.262113,9.38491
0.016,0.00141797,0.165157,0.147618,-0.277061,9.17836
0.017,0.00158753,0.173971,0.147334,-0.291617,8.97597
0.018,0.00176581,0.182589,0.147035,-0.305788,8.77766
0.019,0.00195261,0.191013,0.146723,-0.319583,8.58333
0.02,0.00214774,0.199247,0.146396,-0.33301,8.39292
0.021,0.00235101,0.207296,0.146057,-0.346077,8.20633
0.022,0.00256224,0.215163,0.145704,-0.358791,8.0235
0.023,0.00278125,0.222851,0.145339,-0.37116,7.84434
0.024,0.00300786,0.230365,0.144962,-0.383191,7.66877
0.025,0.00324189,0.237707,0.144573,-0.394892,7.49674
0.026,0.00348319,0.244882,0.144173,-0.40627,7.32816
0.027,0.00373157,0.251893,0.143761,-0.417331,7.16297
0.028,0.00398689,0.258742,0.143338,-0.428082,7.00109
0.029,0.00424898,0.265434,0.142905,-0.43853,6.84246
0.03,0.00451768,0.271971,0.142461,-0.448682,6.68701
0.031,0.00479285,0.278356,0.142008,-0.458543,6.53468
0.032,0.00507432,0.284594,0.141544,-0.46812,6.38541
0.033,0.00536196,0.290685,0.141071,-0.477419,6.23912
0.034,0.00565562,0.296635,0.140589,-0.486446,6.09578
0.035,0.00595516,0.302445,0.140099,-0.495206,5.9553
0.036,0.00626044,0.308118,0.139599,-0.503706,5.81764
0.037,0.00657133,0.313656,0.139091,-0.511952,5.68274
0.038,0.00688769,0.319064,0.138575,-0.519948,5.55054
0.039,0.00720939,0.324343,0.138052,-0.527699,5.42099
0.04,0.00753631,0.329496,0.13752,-0.535213,5.29403
0.041,0.00786832,0.334525,0.136981,-0.542492,5.16961
0.042,0.0082053,0.339433,0.136435,-0.549543,5.04769
0.043,0.00854713,0.344223,0.135882,-0.55637,4.9282
0.044,0.00889369,0.348896,0.135323,-0.562978,4.81111
0.045,0.00924486,0.353455,0.134756,-0.569373,4.69636
0.046,0.00960054,0.357903,0.134184,-0.575558,4.58391
0.047,0.00996061,0.362241,0.133605,-0.581538,4.47371
0.048,0.010325,0.366473,0.133021,-0.587317,4.36571
0.049,0.0106935,0.370599,0.132431,-0.592901,4.25987
0.05,0.0110661,0.374622,0.131835,-0.598292,4.15615
0.051,0.0114427,0.378545,0.131234,-0.603496,4.0545
0.052,0.0118232,0.382369,0.130628,-0.608517,3.95488
0.053,0.0122074,0.386096,0.130017,-0.613358,3.85726
0.054,0.0125953,0.389728,0.129402,-0.618023,3.76158
0.055,0.0129868,0.393267,0.128782,-0.622517,3.66782
0.056,0.0133818,0.396715,0.128157,-0.626843,3.57593
0.057,0.0137802,0.400074,0.127528,-0.631005,3.48588
0.058,0.0141819,0.403345,0.126895,-0.635005,3.39763
0.059,0.0145868,0.406531,0.126258,-0.638849,3.31114
0.06,0.0149949,0.409633,0.125617,-0.642539,3.22638
0.061,0.0154061,0.412653,0.124973,-0.646079,3.14331
0.062,0.0158202,0.415592,0.124325,-0.649472,3.0619
0.063,0.0162372,0.418452,0.123674,-0.652722,2.98211
0.064,0.016657,0.421234,0.12302,-0.65583,2.90392
0.065,0.0170796,0.423941,0.122363,-0.658802,2.82729
0.066,0.0175049,0.426573,0.121702,-0.661639,2.75219
0.067,0.0179327,0.429133,0.121039,-0.664345,2.67858
0.068,0.0183631,0.431621,0.120374,-0.666923,2.60645
0.069,0.0187959,0.434039,0.119706,-0.669375,2.53575
0.07,0.0192312,0.436389,0.119035,-0.671705,2.46647
0.071,0.0196687,0.438672,0.118362,-0.673915,2.39856
0.072,0.0201085,0.440889,0.117687,-0.676008,2.33202
0.073,0.0205504,0.443041,0.11701,-0.677986,2.26679
0.074,0.0209945,0.445131,0.116331,-0.679852,2.20287
0.075,0.0214407,0.447158,0.115651,-0.681609,2.14022
0.076,0.0218888,0.449125,0.114968,-0.683259,2.07882
0.077,0.0223389,0.451032,0.114284,-0.684805,2.01865
0.078,0.0227908,0.452881,0.113599,-0.686249,1.95967
0.079,0.0232446,0.454673,0.112912,-0.687592,1.90187
0.08,0.0237002,0.45641,0.112223,-0.688839,1.84522
0.081,0.0241574,0.458091,0.111534,-0.68999,1.78969
0.082,0.0246163,0.459719,0.110844,-0.691049,1.73528
0.083,0.0250768,0.461294,0.110152,-0.692016,1.68194
0.084,0.0255389,0.462817,0.10946,-0.692895,1.62967
0.085,0.0260024,0.464291,0.108766,-0.693687,1.57844
0.086,0.0264674,0.465714,0.108072,-0.694395,1.52823
0.087,0.0269338,0.467089,0.107378,-0.695019,1.47901
0.088,0.0274016,0.468417,0.106682,-0.695564,1.43078
0.089,0.0278706,0.469698,0.105986,-0.696029,1.3835
0.09,0.028341,0.470934,0.10529,-0.696417,1.33716
0.091,0.0288125,0.472124,0.104594,-0.696731,1.29175
0.092,0.0292852,0.473271,0.103897,-0.696971,1.24724
0.093,0.029759,0.474375,0.1032,-0.697139,1.20361
0.094,0.0302339,0.475438,0.102503,-0.697237,1.16084
0.095,0.0307099,0.476458,0.101805,-0.697268,1.11893
0.096,0.0311868,0.477439,0.101108,-0.697231,1.07785
0.097,0.0316647,0.47838,0.100411,-0.69713,1.03758
0.098,0.0321436,0.479282,0.0997138,-0.696965,0.998118
0.099,0.0326233,0.480146,0.099017,-0.696739,0.959434
0.1,0.0331038,0.480973,0.0983204,-0.696452,0.921518
0.101,0.0335852,0.481763,0.0976241,-0.696106,0.884353
0.102,0.0340673,0.482518,0.0969282,-0.695703,0.847925
0.103,0.0345502,0.483238,0.0962327,-0.695244,0.812219
0.104,0.0350338,0.483923,0.0955377,-0.69473,0.77722
0.105,0.035518,0.484575,0.0948433,-0.694163,0.742914
0.106,0.0360029,0.485194,0.0941495,-0.693544,0.709287
0.107,0.0364884,0.485781,0.0934562,-0.692874,0.676326
0.108,0.0369745,0.486335,0.0927637,-0.692155,0.644017
0.109,0.0374611,0.486859,0.092072,-0.691388,0.612348
0.11,0.0379482,0.487353,0.091381,-0.690574,0.581304
0.111,0.0384358,0.487817,0.0906908,-0.689714,0.550874
0.112,0.0389238,0.488252,0.0900016,-0.688809,0.521046
0.113,0.0394123,0.488658,0.0893132,-0.687862,0.491807
0.114,0.0399011,0.489036,0.0886259,-0.686872,0.463145
0.115,0.0403903,0.489387,0.0879395,-0.68584,0.435049
0.116,0.0408799,0.48971,0.0872542,-0.684769,0.407507
0.117,0.0413697,0.490008,0.08657,-0.683659,0.380509
0.118,0.0418599,0.490279,0.0858869,-0.68251,0.354043
0.119,0.0423503,0.490526,0.085205,-0.681325,0.328099
0.12,0.0428409,0.490748,0.0845243,-0.680104,0.302666
0.121,0.0433317,0.490945,0.0838448,-0.678847,0.277734
0.122,0.0438228,0.491118,0.0831666,-0.677557,0.253293
0.123,0.044314,0.491269,0.0824897,-0.676233,0.229333
0.124,0.0448053,0.491396,0.0818142,-0.674877,0.205844
0.125,0.0452968,0.491501,0.08114,-0.673489,0.182818
0.126,0.0457883,0.491584,0.0804672,-0.672071,0.160244
0.127,0.0462799,0.491646,0.0797959,-0.670624,0.138114
0.128,0.0467716,0.491686,0.079126,-0.669147,0.116418
0.129,0.0472633,0.491706,0.0784576,-0.667643,0.0951482
0.13,0.047755,0.491706,0.0777907,-0.666111,0.074296
0.131,0.0482467,0.491686,0.0771254,-0.664552,0.0538528
0.132,0.0487383,0.491646,0.0764616,-0.662968,0.0338105
0.133,0.04923,0.491588,0.0757995,-0.661359,0.014161
0.134,0.0497215,0.491511,0.0751389,-0.659726,-0.00510352
0.135,0.050213,0.491415,0.07448,-0.65807,-0.0239908
0.136,0.0507043,0.491302,0.0738228,-0.65639,-0.0425083
0.137,0.0511956,0.491171,0.0731673,-0.654688,-0.0606636
0.138,0.0516867,0.491023,0.0725134,-0.652965,-0.0784639
0.139,0.0521776,0.490858,0.0718613,-0.651221,-0.0959162
0.14,0.0526684,0.490677,0.071211,-0.649457,-0.113027
0.141,0.0531589,0.490479,0.0705624,-0.647673,-0.129805
0.142,0.0536493,0.490266,0.0699157,-0.645871,-0.146254
0.143,0.0541395,0.490037,0.0692707,-0.64405,-0.162383
0.144,0.0546294,0.489793,0.0686276,-0.642211,-0.178197
0.145,0.055119,0.489534,0.0679863,-0.640355,-0.193703
0.146,0.0556084,0.48926,0.0673469,-0.638483,-0.208907
0.147,0.0560976,0.488972,0.0667093,-0.636594,-0.223815
0.148,0.0565864,0.488671,0.0660737,-0.63469,-0.238433
0.149,0.0570749,0.488355,0.06544,-0.632771,-0.252766
0.15,0.0575631,0.488026,0.0648082,-0.630837,-0.266821
0.151,0.0580509,0.487684,0.0641783,-0.62889,-0.280603
0.152,0.0585384,0.487328,0.0635504,-0.626929,-0.294117
0.153,0.0590256,0.486961,0.0629245,-0.624954,-0.307368
0.154,0.0595124,0.48658,0.0623005,-0.622968,-0.320363
0.155,0.0599987,0.486188,0.0616785,-0.620969,-0.333105
0.156,0.0604847,0.485784,0.0610586,-0.618959,-0.3456
0.157,0.0609703,0.485368,0.0604406,-0.616937,-0.357854
0.158,0.0614555,0.48494,0.0598247,-0.614905,-0.36987
0.159,0.0619402,0.484501,0.0592108,-0.612862,-0.381653
0.16,0.0624245,0.484052,0.058599,-0.610809,-0.393208
0.161,0.0629083,0.483592,0.0579892,-0.608747,-0.40454
0.162,0.0633916,0.483121,0.0573815,-0.606676,-0.415653
0.163,0.0638745,0.482639,0.0567759,-0.604595,-0.426552
0.164,0.0643569,0.482148,0.0561723,-0.602507,-0.43724
0.165,0.0648388,0.481647,0.0555709,-0.60041,-0.447721
0.166,0.0653202,0.481136,0.0549715,-0.598306,-0.458001
0.167,0.0658011,0.480615,0.0543742,-0.596195,-0.468082
0.168,0.0662814,0.480086,0.0537791,-0.594076,-0.477969
0.169,0.0667612,0.479547,0.0531861,-0.591951,-0.487665
0.17,0.0672405,0.478999,0.0525952,-0.589819,-0.497175
0.171,0.0677192,0.478442,0.0520065,-0.587682,-0.506502
0.172,0.0681974,0.477877,0.0514199,-0.585539,-0.51565
0.173,0.068675,0.477303,0.0508354,-0.58339,-0.524621
0.174,0.069152,0.476721,0.0502531,-0.581237,-0.53342
0.175,0.0696284,0.476131,0.0496729,-0.579078,-0.54205
0.176,0.0701043,0.475533,0.0490949,-0.576915,-0.550515
0.177,0.0705795,0.474928,0.0485191,-0.574748,-0.558817
0.178,0.0710541,0.474314,0.0479454,-0.572577,-0.566959
0.179,0.0715281,0.473694,0.0473739,-0.570402,-0.574946
0.18,0.0720015,0.473066,0.0468046,-0.568224,-0.582779
0.181,0.0724742,0.472431,0.0462375,-0.566043,-0.590463
0.182,0.0729463,0.471788,0.0456726,-0.563859,-0.597999
0.183,0.0734178,0.471139,0.0451098,-0.561672,-0.60539
0.184,0.0738886,0.470484,0.0445492,-0.559482,-0.612641
0.185,0.0743588,0.469821,0.0439908,-0.557291,-0.619752
0.186,0.0748283,0.469153,0.0434346,-0.555097,-0.626728
0.187,0.0752971,0.468478,0.0428806,-0.552902,-0.63357
0.188,0.0757652,0.467796,0.0423288,-0.550705,-0.640281
0.189,0.0762327,0.467109,0.0417792,-0.548507,-0.646864
0.19,0.0766994,0.466416,0.0412318,-0.546307,-0.653321
0.191,0.0771655,0.465717,0.0406866,-0.544107,-0.659655
0.192,0.0776309,0.465012,0.0401436,-0.541906,-0.665868
0.193,0.0780955,0.464302,0.0396028,-0.539704,-0.671962
0.194,0.0785595,0.463586,0.0390642,-0.537502,-0.67794
0.195,0.0790227,0.462865,0.0385278,-0.5353,-0.683804
0.196,0.0794852,0.462138,0.0379936,-0.533098,-0.689556
0.197,0.079947,0.461407,0.0374616,-0.530896,-0.695198
0.198,0.080408,0.46067,0.0369318,-0.528694,-0.700732
0.199,0.0808683,0.459929,0.0364042,-0.526493,-0.706161
0.2,0.0813279,0.459182,0.0358788,-0.524292,-0.711486
0.201,0.0817867,0.458431,0.0353556,-0.522092,-0.71671
0.202,0.0822447,0.457676,0.0348347,-0.519893,-0.721834
0.203,0.082702,0.456915,0.0343159,-0.517696,-0.72686
0.204,0.0831585,0.456151,0.0337993,-0.515499,-0.73179
0.205,0.0836143,0.455382,0.0332849,-0.513304,-0.736626
0.206,0.0840693,0.454609,0.0327727,-0.511111,-0.74137
0.207,0.0845235,0.453831,0.0322626,-0.508919,-0.746023
0.208,0.084977,0.45305,0.0317548,-0.506729,-0.750588
0.209,0.0854296,0.452264,0.0312492,-0.504541,-0.755065
0.21,0.0858815,0.451475,0.0307457,-0.502355,-0.759457
0.211,0.0863326,0.450682,0.0302445,-0.500171,-0.763765
0.212,0.0867828,0.449885,0.0297454,-0.497989,-0.76799
0.213,0.0872323,0.449084,0.0292485,-0.49581,-0.772135
0.214,0.087681,0.44828,0.0287538,-0.493633,-0.7762
0.215,0.0881289,0.447472,0.0282612,-0.491459,-0.780188
0.216,0.088576,0.446661,0.0277709,-0.489288,-0.784099
0.217,0.0890222,0.445846,0.0272827,-0.48712,-0.787936
0.218,0.0894676,0.445029,0.0267966,-0.484954,-0.791698
0.219,0.0899123,0.444208,0.0263127,-0.482792,-0.795389
0.22,0.0903561,0.443383,0.025831,-0.480632,-0.799009
0.221,0.090799,0.442556,0.0253515,-0.478476,-0.802559
0.222,0.0912412,0.441726,0.0248741,-0.476323,-0.806041
0.223,0.0916825,0.440892,0.0243988,-0.474174,-0.809456
0.224,0.092123,0.440056,0.0239257,-0.472028,-0.812805
0.225,0.0925626,0.439217,0.0234548,-0.469886,-0.81609
0.226,0.0930014,0.438375,0.022986,-0.467747,-0.819312
0.227,0.0934393,0.437531,0.0225193,-0.465612,-0.822471
0.228,0.0938764,0.436684,0.0220547,-0.463481,-0.825569
0.229,0.0943127,0.435834,0.0215923,-0.461354,-0.828607
0.23,0.0947481,0.434982,0.021132,-0.459231,-0.831586
0.231,0.0951827,0.434127,0.0206739,-0.457111,-0.834508
0.232,0.0956164,0.43327,0.0202178,-0.454996,-0.837372
0.233,0.0960492,0.43241,0.0197639,-0.452885,-0.840181
0.234,0.0964812,0.431548,0.019312,-0.450779,-0.842935
0.235,0.0969123,0.430684,0.0188623,-0.448676,-0.845636
0.236,0.0973426,0.429818,0.0184147,-0.446578,-0.848283
0.237,0.0977719,0.428949,0.0179692,-0.444485,-0.850879
0.238,0.0982005,0.428079,0.0175257,-0.442395,-0.853424
0.239,0.0986281,0.427206,0.0170844,-0.440311,-0.855918
0.24,0.0990549,0.426331,0.0166451,-0.438231,-0.858364
0.241,0.0994808,0.425455,0.0162079,-0.436155,-0.860761
0.242,0.0999058,0.424576,0.0157728,-0.434085,-0.863111
0.243,0.10033,0.423696,0.0153397,-0.432019,-0.865414
0.244,0.100753,0.422813,0.0149087,-0.429957,-0.867672
0.245,0.101176,0.421929,0.0144798,-0.427901,-0.869884
0.246,0.101597,0.421043,0.0140529,-0.425849,-0.872053
0.247,0.102018,0.420156,0.0136281,-0.423803,-0.874177
0.248,0.102437,0.419266,0.0132053,-0.421761,-0.87626
0.249,0.102856,0.418375,0.0127846,-0.419725,-0.8783
0.25,0.103274,0.417483,0.0123659,-0.417693,-0.880299
0.251,0.103691,0.416589,0.0119492,-0.415666,-0.882257
0.252,0.104107,0.415693,0.0115345,-0.413645,-0.884176
0.253,0.104523,0.414796,0.0111219,-0.411629,-0.886056
0.254,0.104937,0.413898,0.0107113,-0.409618,-0.887897
0.255,0.10535,0.412998,0.0103027,-0.407612,-0.8897
0.256,0.105763,0.412097,0.00989607,-0.405611,-0.891466
0.257,0.106174,0.411194,0.00949145,-0.403616,-0.893196
0.258,0.106585,0.41029,0.00908883,-0.401626,-0.894889
0.259,0.106995,0.409385,0.0086882,-0.399641,-0.896547
0.26,0.107404,0.408478,0.00828955,-0.397662,-0.898171
0.261,0.107812,0.407571,0.00789287,-0.395688,-0.89976
0.262,0.108219,0.406662,0.00749817,-0.393719,-0.901316
0.263,0.108625,0.405752,0.00710543,-0.391756,-0.902838
0.264,0.109031,0.404841,0.00671466,-0.389799,-0.904329
0.265,0.109435,0.403929,0.00632584,-0.387847,-0.905787
0.266,0.109839,0.403016,0.00593896,-0.3859,-0.907214
0.267,0.110241,0.402101,0.00555403,-0.383959,-0.908609
0.268,0.110643,0.401186,0.00517104,-0.382023,-0.909975
0.269,0.111043,0.40027,0.00478999,-0.380093,-0.91131
0.27,0.111443,0.399353,0.00441086,-0.378169,-0.912616
0.271,0.111842,0.398435,0.00403365,-0.37625,-0.913893
0.272,0.11224,0.397516,0.00365835,-0.374337,-0.915141
0.273,0.112637,0.396596,0.00328497,-0.372429,-0.916362
0.274,0.113033,0.395676,0.00291349,-0.370527,-0.917554
0.275,0.113429,0.394754,0.00254392,-0.368631,-0.91872
0.276,0.113823,0.393832,0.00217623,-0.36674,-0.919859
0.277,0.114216,0.392909,0.00181043,-0.364855,-0.920971
0.278,0.114609,0.391986,0.00144652,-0.362976,-0.922058
0.279,0.115,0.391061,0.00108448,-0.361103,-0.923119
0.28,0.115391,0.390136,0.000724312,-0.359235,-0.924154
0.281,0.11578,0.389211,0.000366009,-0.357373,-0.925165
0.282,0.116169,0.388284,9.56505e-06,-0.355516,-0.926152
0.283,0.116557,0.387357,-0.000345025,-0.353666,-0.927115
0.284,0.116944,0.38643,-0.000697768,-0.351821,-0.928054
0.285,0.11733,0.385502,-0.00104867,-0.349982,-0.92897
0.286,0.117715,0.384573,-0.00139773,-0.348149,-0.929863
0.287,0.118099,0.383644,-0.00174497,-0.346321,-0.930733
0.288,0.118482,0.382714,-0.00209038,-0.344499,-0.931581
0.289,0.118864,0.381784,-0.00243397,-0.342683,-0.932407
0.29,0.119246,0.380853,-0.00277574,-0.340873,-0.933212
0.291,0.119626,0.379922,-0.00311572,-0.339068,-0.933995
0.292,0.120006,0.378991,-0.00345388,-0.33727,-0.934757
0.293,0.120384,0.378059,-0.00379026,-0.335477,-0.935499
0.294,0.120762,0.377126,-0.00412484,-0.33369,-0.936221
0.295,0.121138,0.376193,-0.00445764,-0.331909,-0.936922
0.296,0.121514,0.37526,-0.00478866,-0.330133,-0.937603
0.297,0.121889,0.374327,-0.00511791,-0.328364,-0.938266
0.298,0.122263,0.373393,-0.00544539,-0.3266,-0.938908
0.299,0.122636,0.372459,-0.00577111,-0.324842,-0.939532
0.3,0.123008,0.371525,-0.00609507,-0.323089,-0.940138
0.301,0.123379,0.37059,-0.00641729,-0.321343,-0.940725
0.302,0.123749,0.369655,-0.00673776,-0.319602,-0.941293
0.303,0.124118,0.36872,-0.00705649,-0.317867,-0.941844
0.304,0.124486,0.367785,-0.0073735,-0.316138,-0.942378
0.305,0.124854,0.366849,-0.00768877,-0.314415,-0.942893
0.306,0.12522,0.365914,-0.00800233,-0.312698,-0.943392
0.307,0.125585,0.364978,-0.00831417,-0.310986,-0.943874
0.308,0.12595,0.364042,-0.0086243,-0.30928,-0.944339
0.309,0.126314,0.363105,-0.00893273,-0.30758,-0.944788
0.31,0.126676,0.362169,-0.00923946,-0.305886,-0.94522
0.311,0.127038,0.361233,-0.00954451,-0.304197,-0.945636
0.312,0.127399,0.360296,-0.00984786,-0.302514,-0.946037
0.313,0.127758,0.359359,-0.0101495,-0.300837,-0.946422
0.314,0.128117,0.358423,-0.0104495,-0.299166,-0.946791
0.315,0.128475,0.357486,-0.0107479,-0.2975,-0.947146
0.316,0.128832,0.356549,-0.0110445,-0.295841,-0.947485
0.317,0.129188,0.355612,-0.0113396,-0.294187,-0.947809
0.318,0.129544,0.354675,-0.0116329,-0.292538,-0.948119
0.319,0.129898,0.353738,-0.0119246,-0.290896,-0.948415
0.32,0.130251,0.352802,-0.0122147,-0.289259,-0.948696
0.321,0.130603,0.351865,-0.0125032,-0.287628,-0.948963
0.322,0.130955,0.350928,-0.01279,-0.286002,-0.949216
0.323,0.131305,0.349991,-0.0130752,-0.284383,-0.949456
0.324,0.131655,0.349054,-0.0133587,-0.282769,-0.949682
0.325,0.132003,0.348118,-0.0136407,-0.28116,-0.949895
0.326,0.132351,0.347181,-0.0139211,-0.279558,-0.950094
0.327,0.132698,0.346244,-0.0141998,-0.277961,-0.950281
0.328,0.133043,0.345308,-0.014477,-0.276369,-0.950454
0.329,0.133388,0.344372,-0.0147526,-0.274784,-0.950615
0.33,0.133732,0.343435,-0.0150265,-0.273204,-0.950763
0.331,0.134075,0.342499,-0.015299,-0.271629,-0.950899
0.332,0.134417,0.341564,-0.0155698,-0.27006,-0.951022
0.333,0.134758,0.340628,-0.0158391,-0.268497,-0.951134
0.334,0.135098,0.339692,-0.0161068,-0.26694,-0.951233
0.335,0.135438,0.338757,-0.016373,-0.265388,-0.951321
0.336,0.135776,0.337821,-0.0166376,-0.263841,-0.951397
0.337,0.136113,0.336886,-0.0169007,-0.2623,-0.951461
0.338,0.13645,0.335952,-0.0171622,-0.260765,-0.951514
0.339,0.136785,0.335017,-0.0174222,-0.259235,-0.951555
0.34,0.13712,0.334083,-0.0176807,-0.257711,-0.951586
0.341,0.137453,0.333148,-0.0179376,-0.256193,-0.951605
0.342,0.137786,0.332214,-0.018193,-0.254679,-0.951613
0.343,0.138118,0.331281,-0.018447,-0.253172,-0.951611
0.344,0.138449,0.330347,-0.0186994,-0.25167,-0.951598
0.345,0.138779,0.329414,-0.0189503,-0.250173,-0.951574
0.346,0.139107,0.328481,-0.0191997,-0.248682,-0.95154
0.347,0.139435,0.327549,-0.0194477,-0.247196,-0.951495
0.348,0.139763,0.326617,-0.0196941,-0.245716,-0.95144
0.349,0.140089,0.325685,-0.0199391,-0.244241,-0.951376
0.35,0.140414,0.324753,-0.0201826,-0.242772,-0.951301
0.351,0.140738,0.323822,-0.0204247,-0.241308,-0.951216
0.352,0.141062,0.322891,-0.0206652,-0.239849,-0.951122
0.353,0.141384,0.32196,-0.0209044,-0.238396,-0.951017
0.354,0.141705,0.32103,-0.021142,-0.236949,-0.950904
0.355,0.142026,0.3201,-0.0213783,-0.235506,-0.95078
0.356,0.142346,0.31917,-0.021613,-0.234069,-0.950648
0.357,0.142664,0.318241,-0.0218464,-0.232637,-0.950506
0.358,0.142982,0.317312,-0.0220783,-0.231211,-0.950354
0.359,0.143299,0.316384,-0.0223088,-0.22979,-0.950194
0.36,0.143615,0.315456,-0.0225379,-0.228374,-0.950025
0.361,0.14393,0.314528,-0.0227656,-0.226964,-0.949847
0.362,0.144244,0.313601,-0.0229918,-0.225559,-0.94966
0.363,0.144557,0.312674,-0.0232167,-0.224159,-0.949464
0.364,0.144869,0.311748,-0.0234401,-0.222764,-0.94926
0.365,0.145181,0.310822,-0.0236622,-0.221375,-0.949047
0.366,0.145491,0.309896,-0.0238829,-0.219991,-0.948825
0.367,0.1458,0.308971,-0.0241022,-0.218612,-0.948595
0.368,0.146109,0.308046,-0.0243201,-0.217238,-0.948357
0.369,0.146417,0.307122,-0.0245367,-0.21587,-0.948111
0.37,0.146723,0.306199,-0.0247519,-0.214506,-0.947856
0.371,0.147029,0.305275,-0.0249657,-0.213148,-0.947593
0.372,0.147334,0.304353,-0.0251782,-0.211795,-0.947323
0.373,0.147638,0.30343,-0.0253893,-0.210447,-0.947044
0.374,0.147941,0.302509,-0.0255991,-0.209104,-0.946758
0.375,0.148243,0.301587,-0.0258075,-0.207767,-0.946464
0.376,0.148544,0.300667,-0.0260146,-0.206434,-0.946162
0.377,0.148844,0.299746,-0.0262204,-0.205107,-0.945852
0.378,0.149143,0.298827,-0.0264248,-0.203784,-0.945535
0.379,0.149442,0.297907,-0.0266279,-0.202467,-0.94521
0.38,0.149739,0.296989,-0.0268297,-0.201155,-0.944878
0.381,0.150036,0.296071,-0.0270302,-0.199847,-0.944539
0.382,0.150331,0.295153,-0.0272294,-0.198545,-0.944192
0.383,0.150626,0.294236,-0.0274273,-0.197248,-0.943839
0.384,0.15092,0.29332,-0.0276239,-0.195956,-0.943478
0.385,0.151213,0.292404,-0.0278193,-0.194668,-0.943109
0.386,0.151504,0.291488,-0.0280133,-0.193386,-0.942734
0.387,0.151796,0.290574,-0.028206,-0.192109,-0.942352
0.388,0.152086,0.289659,-0.0283975,-0.190836,-0.941963
0.389,0.152375,0.288746,-0.0285877,-0.189569,-0.941567
0.39,0.152663,0.287833,-0.0287766,-0.188306,-0.941164
0.391,0.15295,0.28692,-0.0289643,-0.187048,-0.940755
0.392,0.153237,0.286008,-0.0291507,-0.185796,-0.940339
0.393,0.153523,0.285097,-0.0293359,-0.184548,-0.939916
0.394,0.153807,0.284187,-0.0295198,-0.183304,-0.939487
0.395,0.154091,0.283277,-0.0297025,-0.182066,-0.939051
0.396,0.154374,0.282367,-0.029884,-0.180833,-0.938609
0.397,0.154656,0.281459,-0.0300642,-0.179604,-0.93816
0.398,0.154937,0.28055,-0.0302432,-0.17838,-0.937705
0.399,0.155217,0.279643,-0.030421,-0.177161,-0.937244
0.4,0.155496,0.278736,-0.0305975,-0.175947,-0.936777
0.401,0.155774,0.27783,-0.0307728,-0.174737,-0.936303
0.402,0.156052,0.276924,-0.030947,-0.173532,-0.935823
0.403,0.156328,0.27602,-0.0311199,-0.172332,-0.935337
0.404,0.156604,0.275115,-0.0312916,-0.171137,-0.934846
0.405,0.156878,0.274212,-0.0314622,-0.169946,-0.934348
0.406,0.157152,0.273309,-0.0316315,-0.16876,-0.933844
0.407,0.157425,0.272407,-0.0317997,-0.167579,-0.933334
0.408,0.157697,0.271505,-0.0319667,-0.166402,-0.932819
0.409,0.157968,0.270604,-0.0321325,-0.16523,-0.932297
0.41,0.158238,0.269704,-0.0322972,-0.164063,-0.93177
0.411,0.158507,0.268805,-0.0324606,-0.1629,-0.931238
0.412,0.158776,0.267906,-0.032623,-0.161742,-0.930699
0.413,0.159043,0.267008,-0.0327841,-0.160588,-0.930155
0.414,0.15931,0.266111,-0.0329441,-0.159439,-0.929606
0.415,0.159575,0.265214,-0.033103,-0.158295,-0.929051
0.416,0.15984,0.264318,-0.0332607,-0.157155,-0.92849
0.417,0.160104,0.263423,-0.0334173,-0.156019,-0.927924
0.418,0.160367,0.262529,-0.0335728,-0.154889,-0.927353
0.419,0.160629,0.261635,-0.0337271,-0.153762,-0.926776
0.42,0.16089,0.260742,-0.0338803,-0.15264,-0.926194
0.421,0.161151,0.25985,-0.0340324,-0.151523,-0.925607
0.422,0.16141,0.258958,-0.0341833,-0.15041,-0.925014
0.423,0.161668,0.258067,-0.0343332,-0.149302,-0.924416
0.424,0.161926,0.257177,-0.034482,-0.148198,-0.923814
0.425,0.162183,0.256288,-0.0346296,-0.147098,-0.923206
0.426,0.162439,0.255399,-0.0347762,-0.146003,-0.922593
0.427,0.162694,0.254512,-0.0349216,-0.144912,-0.921975
0.428,0.162948,0.253625,-0.035066,-0.143826,-0.921352
0.429,0.163201,0.252739,-0.0352093,-0.142743,-0.920724
0.43,0.163453,0.251853,-0.0353515,-0.141666,-0.920091
0.431,0.163705,0.250968,-0.0354926,-0.140592,-0.919453
0.432,0.163955,0.250085,-0.0356327,-0.139523,-0.91881
