t,x,x_dot,theta,theta_dot,u
1.875,1.29796,-0.444896,-0.0525365,0.115116,-0.510505
1.876,1.29752,-0.445354,-0.0524214,0.115001,-0.509258
1.877,1.29707,-0.44581,-0.0523065,0.114886,-0.508012
1.878,1.29663,-0.446266,-0.0521917,0.114771,-0.506767
1.879,1.29618,-0.44672,-0.052077,0.114656,-0.505524
1.88,1.29573,-0.447173,-0.0519624,0.114541,-0.504283
1.881,1.29528,-0.447626,-0.0518479,0.114427,-0.503043
1.882,1.29484,-0.448077,-0.0517335,0.114312,-0.501804
1.883,1.29439,-0.448526,-0.0516192,0.114197,-0.500567
1.884,1.29394,-0.448975,-0.0515051,0.114082,-0.499331
1.885,1.29349,-0.449423,-0.0513911,0.113967,-0.498097
1.886,1.29304,-0.449869,-0.0512772,0.113852,-0.496864
1.887,1.29259,-0.450315,-0.0511634,0.113737,-0.495633
1.888,1.29214,-0.450759,-0.0510497,0.113622,-0.494403
1.889,1.29169,-0.451202,-0.0509361,0.113507,-0.493174
1.89,1.29124,-0.451644,-0.0508227,0.113393,-0.491947
1.891,1.29079,-0.452085,-0.0507094,0.113278,-0.490722
1.892,1.29033,-0.452525,-0.0505961,0.113163,-0.489498
1.893,1.28988,-0.452964,-0.050483,0.113048,-0.488275
1.894,1.28943,-0.453401,-0.05037,0.112933,-0.487054
1.895,1.28897,-0.453838,-0.0502572,0.112818,-0.485834
1.896,1.28852,-0.454273,-0.0501444,0.112703,-0.484616
1.897,1.28807,-0.454707,-0.0500318,0.112588,-0.483399
1.898,1.28761,-0.455141,-0.0499192,0.112473,-0.482183
1.899,1.28716,-0.455573,-0.0498068,0.112359,-0.480969
1.9,1.2867,-0.456004,-0.0496945,0.112244,-0.479757
1.901,1.28624,-0.456433,-0.0495823,0.112129,-0.478546
1.902,1.28579,-0.456862,-0.0494703,0.112014,-0.477336
1.903,1.28533,-0.45729,-0.0493583,0.111899,-0.476128
1.904,1.28487,-0.457716,-0.0492465,0.111784,-0.474921
1.905,1.28441,-0.458142,-0.0491347,0.11167,-0.473716
1.906,1.28396,-0.458566,-0.0490231,0.111555,-0.472512
1.907,1.2835,-0.458989,-0.0489116,0.11144,-0.471309
1.908,1.28304,-0.459412,-0.0488002,0.111325,-0.470108
1.909,1.28258,-0.459833,-0.048689,0.11121,-0.468909
1.91,1.28212,-0.460253,-0.0485778,0.111096,-0.467711
1.911,1.28166,-0.460672,-0.0484668,0.110981,-0.466514
1.912,1.2812,-0.46109,-0.0483559,0.110866,-0.465319
1.913,1.28074,-0.461506,-0.048245,0.110751,-0.464125
1.914,1.28027,-0.461922,-0.0481344,0.110636,-0.462932
1.915,1.27981,-0.462337,-0.0480238,0.110522,-0.461741
1.916,1.27935,-0.46275,-0.0479133,0.110407,-0.460552
1.917,1.27889,-0.463162,-0.047803,0.110292,-0.459363
1.918,1.27842,-0.463574,-0.0476927,0.110178,-0.458177
1.919,1.27796,-0.463984,-0.0475826,0.110063,-0.456991
1.92,1.2775,-0.464393,-0.0474726,0.109948,-0.455807
1.921,1.27703,-0.464801,-0.0473627,0.109834,-0.454625
1.922,1.27657,-0.465208,-0.0472529,0.109719,-0.453444
1.923,1.2761,-0.465614,-0.0471433,0.109604,-0.452264
1.924,1.27563,-0.466019,-0.0470337,0.10949,-0.451086
1.925,1.27517,-0.466423,-0.0469243,0.109375,-0.449909
1.926,1.2747,-0.466826,-0.046815,0.10926,-0.448734
1.927,1.27423,-0.467228,-0.0467058,0.109146,-0.44756
1.928,1.27377,-0.467628,-0.0465967,0.109031,-0.446387
1.929,1.2733,-0.468028,-0.0464877,0.108917,-0.445216
1.93,1.27283,-0.468426,-0.0463789,0.108802,-0.444047
1.931,1.27236,-0.468824,-0.0462701,0.108688,-0.442878
1.932,1.27189,-0.46922,-0.0461615,0.108573,-0.441711
1.933,1.27142,-0.469615,-0.046053,0.108459,-0.440546
1.934,1.27095,-0.47001,-0.0459446,0.108344,-0.439382
1.935,1.27048,-0.470403,-0.0458363,0.10823,-0.438219
1.936,1.27001,-0.470795,-0.0457281,0.108115,-0.437058
1.937,1.26954,-0.471186,-0.04562,0.108001,-0.435898
1.938,1.26907,-0.471576,-0.0455121,0.107886,-0.43474
1.939,1.2686,-0.471965,-0.0454043,0.107772,-0.433582
1.94,1.26813,-0.472353,-0.0452966,0.107657,-0.432427
1.941,1.26765,-0.47274,-0.045189,0.107543,-0.431273
1.942,1.26718,-0.473126,-0.0450815,0.107429,-0.43012
1.943,1.26671,-0.473511,-0.0449741,0.107314,-0.428968
1.944,1.26623,-0.473894,-0.0448668,0.1072,-0.427818
1.945,1.26576,-0.474277,-0.0447597,0.107086,-0.42667
1.946,1.26529,-0.474659,-0.0446527,0.106972,-0.425522
1.947,1.26481,-0.475039,-0.0445458,0.106857,-0.424377
1.948,1.26434,-0.475419,-0.044439,0.106743,-0.423232
1.949,1.26386,-0.475798,-0.0443323,0.106629,-0.422089
1.95,1.26338,-0.476175,-0.0442257,0.106515,-0.420948
1.951,1.26291,-0.476552,-0.0441192,0.106401,-0.419807
1.952,1.26243,-0.476927,-0.0440129,0.106287,-0.418668
1.953,1.26195,-0.477301,-0.0439067,0.106172,-0.417531
1.954,1.26148,-0.477675,-0.0438006,0.106058,-0.416395
1.955,1.261,-0.478047,-0.0436946,0.105944,-0.41526
1.956,1.26052,-0.478418,-0.0435887,0.10583,-0.414127
1.957,1.26004,-0.478789,-0.0434829,0.105716,-0.412995
1.958,1.25956,-0.479158,-0.0433772,0.105602,-0.411865
1.959,1.25908,-0.479526,-0.0432717,0.105488,-0.410735
1.96,1.2586,-0.479894,-0.0431663,0.105374,-0.409608
1.961,1.25812,-0.48026,-0.0430609,0.10526,-0.408481
1.962,1.25764,-0.480625,-0.0429557,0.105147,-0.407356
1.963,1.25716,-0.480989,-0.0428506,0.105033,-0.406233
1.964,1.25668,-0.481352,-0.0427457,0.104919,-0.405111
1.965,1.2562,-0.481714,-0.0426408,0.104805,-0.40399
1.966,1.25572,-0.482075,-0.0425361,0.104691,-0.40287
1.967,1.25524,-0.482435,-0.0424314,0.104577,-0.401752
1.968,1.25475,-0.482795,-0.0423269,0.104464,-0.400635
1.969,1.25427,-0.483153,-0.0422225,0.10435,-0.39952
1.97,1.25379,-0.48351,-0.0421182,0.104236,-0.398406
1.971,1.2533,-0.483866,-0.042014,0.104123,-0.397294
1.972,1.25282,-0.484221,-0.04191,0.104009,-0.396182
1.973,1.25233,-0.484575,-0.041806,0.103895,-0.395073
1.974,1.25185,-0.484928,-0.0417022,0.103782,-0.393964
1.975,1.25136,-0.48528,-0.0415984,0.103668,-0.392857
1.976,1.25088,-0.485631,-0.0414948,0.103555,-0.391751
1.977,1.25039,-0.485981,-0.0413913,0.103441,-0.390647
1.978,1.24991,-0.48633,-0.041288,0.103328,-0.389544
1.979,1.24942,-0.486678,-0.0411847,0.103214,-0.388443
1.98,1.24893,-0.487025,-0.0410815,0.103101,-0.387342
1.981,1.24845,-0.487371,-0.0409785,0.102988,-0.386243
1.982,1.24796,-0.487716,-0.0408756,0.102874,-0.385146
1.983,1.24747,-0.48806,-0.0407727,0.102761,-0.38405
1.984,1.24698,-0.488403,-0.04067,0.102648,-0.382955
1.985,1.24649,-0.488745,-0.0405674,0.102535,-0.381862
1.986,1.24601,-0.489086,-0.040465,0.102421,-0.38077
1.987,1.24552,-0.489426,-0.0403626,0.102308,-0.379679
1.988,1.24503,-0.489765,-0.0402603,0.102195,-0.378589
1.989,1.24454,-0.490103,-0.0401582,0.102082,-0.377502
1.99,1.24405,-0.49044,-0.0400562,0.101969,-0.376415
1.991,1.24356,-0.490776,-0.0399543,0.101856,-0.37533
1.992,1.24307,-0.491111,-0.0398525,0.101743,-0.374246
1.993,1.24257,-0.491445,-0.0397508,0.10163,-0.373163
1.994,1.24208,-0.491779,-0.0396492,0.101517,-0.372082
1.995,1.24159,-0.492111,-0.0395477,0.101404,-0.371002
1.996,1.2411,-0.492442,-0.0394464,0.101291,-0.369924
1.997,1.24061,-0.492772,-0.0393452,0.101178,-0.368846
1.998,1.24011,-0.493101,-0.039244,0.101065,-0.367771
1.999,1.23962,-0.49343,-0.039143,0.100953,-0.366696
2,1.23913,-0.493757,-0.0390421,0.10084,-0.365623
2.001,1.23863,-0.494083,-0.0389414,0.100727,-0.364551
2.002,1.23814,-0.494409,-0.0388407,0.100615,-0.363481
2.003,1.23764,-0.494733,-0.0387401,0.100502,-0.362412
2.004,1.23715,-0.495056,-0.0386397,0.100389,-0.361344
2.005,1.23665,-0.495379,-0.0385394,0.100277,-0.360278
2.006,1.23616,-0.4957,-0.0384391,0.100164,-0.359213
2.007,1.23566,-0.496021,-0.038339,0.100052,-0.358149
2.008,1.23517,-0.49634,-0.038239,0.0999394,-0.357086
2.009,1.23467,-0.496659,-0.0381391,0.0998269,-0.356025
2.01,1.23417,-0.496976,-0.0380394,0.0997146,-0.354966
2.011,1.23367,-0.497293,-0.0379397,0.0996022,-0.353907
2.012,1.23318,-0.497609,-0.0378402,0.0994899,-0.35285
2.013,1.23268,-0.497923,-0.0377407,0.0993777,-0.351795
2.014,1.23218,-0.498237,-0.0376414,0.0992655,-0.35074
2.015,1.23168,-0.49855,-0.0375422,0.0991533,-0.349687
2.016,1.23118,-0.498862,-0.0374431,0.0990411,-0.348636
2.017,1.23069,-0.499173,-0.0373441,0.098929,-0.347585
2.018,1.23019,-0.499483,-0.0372452,0.098817,-0.346536
2.019,1.22969,-0.499792,-0.0371465,0.0987049,-0.345488
2.02,1.22919,-0.5001,-0.0370478,0.098593,-0.344442
2.021,1.22869,-0.500407,-0.0369493,0.098481,-0.343397
2.022,1.22819,-0.500713,-0.0368509,0.0983691,-0.342353
2.023,1.22768,-0.501018,-0.0367526,0.0982572,-0.341311
2.024,1.22718,-0.501323,-0.0366544,0.0981454,-0.34027
2.025,1.22668,-0.501626,-0.0365563,0.0980336,-0.33923
2.026,1.22618,-0.501928,-0.0364583,0.0979219,-0.338191
2.027,1.22568,-0.50223,-0.0363604,0.0978102,-0.337154
2.028,1.22518,-0.50253,-0.0362627,0.0976985,-0.336119
2.029,1.22467,-0.50283,-0.036165,0.0975869,-0.335084
2.03,1.22417,-0.503128,-0.0360675,0.0974753,-0.334051
2.031,1.22367,-0.503426,-0.0359701,0.0973638,-0.333019
2.032,1.22316,-0.503723,-0.0358728,0.0972523,-0.331988
2.033,1.22266,-0.504019,-0.0357756,0.0971409,-0.330959
2.034,1.22216,-0.504314,-0.0356785,0.0970294,-0.329931
2.035,1.22165,-0.504608,-0.0355815,0.0969181,-0.328905
2.036,1.22115,-0.504901,-0.0354847,0.0968068,-0.327879
2.037,1.22064,-0.505193,-0.0353879,0.0966955,-0.326855
2.038,1.22014,-0.505484,-0.0352913,0.0965842,-0.325833
2.039,1.21963,-0.505774,-0.0351947,0.0964731,-0.324811
2.04,1.21912,-0.506063,-0.0350983,0.0963619,-0.323791
2.041,1.21862,-0.506352,-0.035002,0.0962508,-0.322773
2.042,1.21811,-0.506639,-0.0349058,0.0961398,-0.321755
2.043,1.2176,-0.506926,-0.0348097,0.0960287,-0.320739
2.044,1.2171,-0.507212,-0.0347138,0.0959178,-0.319724
2.045,1.21659,-0.507496,-0.0346179,0.0958068,-0.318711
2.046,1.21608,-0.50778,-0.0345222,0.095696,-0.317698
2.047,1.21557,-0.508063,-0.0344265,0.0955851,-0.316688
2.048,1.21507,-0.508345,-0.034331,0.0954743,-0.315678
2.049,1.21456,-0.508626,-0.0342356,0.0953636,-0.31467
2.05,1.21405,-0.508906,-0.0341403,0.0952529,-0.313663
2.051,1.21354,-0.509185,-0.0340451,0.0951422,-0.312657
2.052,1.21303,-0.509464,-0.03395,0.0950316,-0.311652
2.053,1.21252,-0.509741,-0.033855,0.0949211,-0.310649
2.054,1.21201,-0.510017,-0.0337601,0.0948106,-0.309647
2.055,1.2115,-0.510293,-0.0336654,0.0947001,-0.308647
2.056,1.21099,-0.510568,-0.0335707,0.0945897,-0.307647
2.057,1.21048,-0.510842,-0.0334762,0.0944793,-0.306649
2.058,1.20997,-0.511114,-0.0333818,0.094369,-0.305653
2.059,1.20946,-0.511386,-0.0332875,0.0942587,-0.304657
2.06,1.20895,-0.511657,-0.0331933,0.0941485,-0.303663
2.061,1.20843,-0.511928,-0.0330992,0.0940383,-0.30267
2.062,1.20792,-0.512197,-0.0330052,0.0939282,-0.301679
2.063,1.20741,-0.512465,-0.0329113,0.0938181,-0.300689
2.064,1.2069,-0.512733,-0.0328175,0.0937081,-0.2997
2.065,1.20638,-0.512999,-0.0327239,0.0935981,-0.298712
2.066,1.20587,-0.513265,-0.0326303,0.0934881,-0.297726
2.067,1.20536,-0.51353,-0.0325369,0.0933782,-0.29674
2.068,1.20484,-0.513794,-0.0324436,0.0932684,-0.295757
2.069,1.20433,-0.514057,-0.0323504,0.0931586,-0.294774
2.07,1.20382,-0.514319,-0.0322573,0.0930489,-0.293793
2.071,1.2033,-0.51458,-0.0321643,0.0929392,-0.292813
2.072,1.20279,-0.51484,-0.0320714,0.0928295,-0.291834
2.073,1.20227,-0.5151,-0.0319786,0.0927199,-0.290856
2.074,1.20176,-0.515358,-0.031886,0.0926104,-0.28988
2.075,1.20124,-0.515616,-0.0317934,0.0925009,-0.288905
2.076,1.20073,-0.515873,-0.031701,0.0923915,-0.287932
2.077,1.20021,-0.516129,-0.0316086,0.0922821,-0.286959
2.078,1.19969,-0.516384,-0.0315164,0.0921727,-0.285988
2.079,1.19918,-0.516638,-0.0314243,0.0920635,-0.285018
2.08,1.19866,-0.516891,-0.0313323,0.0919542,-0.28405
2.081,1.19814,-0.517144,-0.0312404,0.091845,-0.283082
2.082,1.19763,-0.517395,-0.0311486,0.0917359,-0.282116
2.083,1.19711,-0.517646,-0.0310569,0.0916268,-0.281151
2.084,1.19659,-0.517895,-0.0309653,0.0915178,-0.280188
2.085,1.19607,-0.518144,-0.0308739,0.0914088,-0.279226
2.086,1.19555,-0.518392,-0.0307825,0.0912999,-0.278265
2.087,1.19504,-0.51864,-0.0306913,0.091191,-0.277305
2.088,1.19452,-0.518886,-0.0306001,0.0910822,-0.276346
2.089,1.194,-0.519131,-0.0305091,0.0909734,-0.275389
2.09,1.19348,-0.519376,-0.0304182,0.0908647,-0.274433
2.091,1.19296,-0.51962,-0.0303274,0.090756,-0.273479
2.092,1.19244,-0.519862,-0.0302367,0.0906474,-0.272525
2.093,1.19192,-0.520104,-0.0301461,0.0905389,-0.271573
2.094,1.1914,-0.520345,-0.0300556,0.0904304,-0.270622
2.095,1.19088,-0.520586,-0.0299652,0.0903219,-0.269672
2.096,1.19036,-0.520825,-0.0298749,0.0902135,-0.268724
2.097,1.18984,-0.521064,-0.0297848,0.0901052,-0.267777
2.098,1.18932,-0.521301,-0.0296947,0.0899969,-0.266831
2.099,1.18879,-0.521538,-0.0296048,0.0898886,-0.265886
2.1,1.18827,-0.521774,-0.029515,0.0897805,-0.264943
2.101,1.18775,-0.522009,-0.0294252,0.0896723,-0.264
2.102,1.18723,-0.522243,-0.0293356,0.0895643,-0.263059
2.103,1.18671,-0.522477,-0.0292461,0.0894562,-0.26212
2.104,1.18618,-0.522709,-0.0291567,0.0893483,-0.261181
2.105,1.18566,-0.522941,-0.0290674,0.0892404,-0.260244
2.106,1.18514,-0.523172,-0.0289782,0.0891325,-0.259308
2.107,1.18461,-0.523402,-0.0288891,0.0890247,-0.258373
2.108,1.18409,-0.523631,-0.0288002,0.088917,-0.25744
2.109,1.18357,-0.523859,-0.0287113,0.0888093,-0.256507
2.11,1.18304,-0.524087,-0.0286225,0.0887017,-0.255576
2.111,1.18252,-0.524313,-0.0285339,0.0885941,-0.254647
2.112,1.18199,-0.524539,-0.0284454,0.0884866,-0.253718
2.113,1.18147,-0.524764,-0.0283569,0.0883791,-0.252791
2.114,1.18095,-0.524988,-0.0282686,0.0882717,-0.251865
2.115,1.18042,-0.525211,-0.0281804,0.0881643,-0.25094
2.116,1.17989,-0.525434,-0.0280923,0.0880571,-0.250016
2.117,1.17937,-0.525655,-0.0280043,0.0879498,-0.249094
2.118,1.17884,-0.525876,-0.0279164,0.0878426,-0.248173
2.119,1.17832,-0.526096,-0.0278286,0.0877355,-0.247253
2.12,1.17779,-0.526315,-0.0277409,0.0876285,-0.246334
2.121,1.17727,-0.526533,-0.0276533,0.0875214,-0.245416
2.122,1.17674,-0.526751,-0.0275659,0.0874145,-0.2445
2.123,1.17621,-0.526967,-0.0274785,0.0873076,-0.243585
2.124,1.17568,-0.527183,-0.0273912,0.0872008,-0.242671
2.125,1.17516,-0.527398,-0.0273041,0.087094,-0.241759
2.126,1.17463,-0.527612,-0.0272171,0.0869873,-0.240847
2.127,1.1741,-0.527826,-0.0271301,0.0868806,-0.239937
2.128,1.17357,-0.528038,-0.0270433,0.086774,-0.239028
2.129,1.17305,-0.52825,-0.0269566,0.0866675,-0.238121
2.13,1.17252,-0.52846,-0.02687,0.086561,-0.237214
2.131,1.17199,-0.52867,-0.0267835,0.0864545,-0.236309
2.132,1.17146,-0.52888,-0.0266971,0.0863482,-0.235405
2.133,1.17093,-0.529088,-0.0266108,0.0862419,-0.234502
2.134,1.1704,-0.529296,-0.0265246,0.0861356,-0.2336
2.135,1.16987,-0.529502,-0.0264385,0.0860294,-0.2327
2.136,1.16934,-0.529708,-0.0263525,0.0859233,-0.231801
2.137,1.16881,-0.529913,-0.0262666,0.0858172,-0.230903
2.138,1.16828,-0.530118,-0.0261809,0.0857112,-0.230006
2.139,1.16775,-0.530321,-0.0260952,0.0856052,-0.22911
2.14,1.16722,-0.530524,-0.0260097,0.0854993,-0.228216
2.141,1.16669,-0.530726,-0.0259242,0.0853935,-0.227323
2.142,1.16616,-0.530927,-0.0258389,0.0852877,-0.226431
2.143,1.16563,-0.531127,-0.0257536,0.085182,-0.22554
2.144,1.1651,-0.531326,-0.0256685,0.0850763,-0.22465
2.145,1.16457,-0.531525,-0.0255835,0.0849707,-0.223762
2.146,1.16404,-0.531723,-0.0254986,0.0848652,-0.222875
2.147,1.1635,-0.53192,-0.0254138,0.0847597,-0.221989
2.148,1.16297,-0.532116,-0.0253291,0.0846543,-0.221104
2.149,1.16244,-0.532311,-0.0252445,0.084549,-0.220221
2.15,1.16191,-0.532506,-0.02516,0.0844437,-0.219338
2.151,1.16137,-0.5327,-0.0250756,0.0843384,-0.218457
2.152,1.16084,-0.532893,-0.0249913,0.0842333,-0.217577
2.153,1.16031,-0.533085,-0.0249071,0.0841281,-0.216698
2.154,1.15978,-0.533277,-0.024823,0.0840231,-0.215821
2.155,1.15924,-0.533467,-0.0247391,0.0839181,-0.214944
2.156,1.15871,-0.533657,-0.0246552,0.0838132,-0.214069
2.157,1.15818,-0.533846,-0.0245714,0.0837083,-0.213195
2.158,1.15764,-0.534034,-0.0244878,0.0836035,-0.212322
2.159,1.15711,-0.534222,-0.0244042,0.0834988,-0.211451
2.16,1.15657,-0.534409,-0.0243208,0.0833941,-0.21058
2.161,1.15604,-0.534594,-0.0242374,0.0832895,-0.209711
2.162,1.1555,-0.53478,-0.0241542,0.0831849,-0.208843
2.163,1.15497,-0.534964,-0.0240711,0.0830804,-0.207976
2.164,1.15443,-0.535147,-0.023988,0.082976,-0.20711
2.165,1.1539,-0.53533,-0.0239051,0.0828716,-0.206246
2.166,1.15336,-0.535512,-0.0238223,0.0827673,-0.205382
2.167,1.15283,-0.535693,-0.0237396,0.0826631,-0.20452
2.168,1.15229,-0.535874,-0.023657,0.0825589,-0.203659
2.169,1.15176,-0.536053,-0.0235745,0.0824548,-0.2028
2.17,1.15122,-0.536232,-0.0234921,0.0823507,-0.201941
2.171,1.15068,-0.53641,-0.0234098,0.0822467,-0.201083
2.172,1.15015,-0.536588,-0.0233276,0.0821428,-0.200227
2.173,1.14961,-0.536764,-0.0232455,0.0820389,-0.199372
2.174,1.14907,-0.53694,-0.0231635,0.0819351,-0.198518
2.175,1.14854,-0.537115,-0.0230816,0.0818314,-0.197665
2.176,1.148,-0.537289,-0.0229998,0.0817277,-0.196814
2.177,1.14746,-0.537463,-0.0229182,0.0816241,-0.195963
2.178,1.14692,-0.537635,-0.0228366,0.0815205,-0.195114
2.179,1.14639,-0.537807,-0.0227551,0.081417,-0.194266
2.18,1.14585,-0.537978,-0.0226737,0.0813136,-0.193419
2.181,1.14531,-0.538149,-0.0225925,0.0812103,-0.192573
2.182,1.14477,-0.538318,-0.0225113,0.081107,-0.191729
2.183,1.14423,-0.538487,-0.0224303,0.0810037,-0.190885
2.184,1.1437,-0.538655,-0.0223493,0.0809006,-0.190043
2.185,1.14316,-0.538823,-0.0222685,0.0807975,-0.189202
2.186,1.14262,-0.538989,-0.0221877,0.0806944,-0.188362
2.187,1.14208,-0.539155,-0.0221071,0.0805915,-0.187523
2.188,1.14154,-0.53932,-0.0220265,0.0804886,-0.186686
2.189,1.141,-0.539484,-0.0219461,0.0803857,-0.185849
2.19,1.14046,-0.539648,-0.0218658,0.0802829,-0.185014
2.191,1.13992,-0.539811,-0.0217855,0.0801802,-0.18418
2.192,1.13938,-0.539973,-0.0217054,0.0800776,-0.183347
2.193,1.13884,-0.540134,-0.0216254,0.079975,-0.182515
2.194,1.1383,-0.540294,-0.0215455,0.0798725,-0.181684
2.195,1.13776,-0.540454,-0.0214656,0.07977,-0.180855
2.196,1.13722,-0.540613,-0.0213859,0.0796676,-0.180026
2.197,1.13668,-0.540771,-0.0213063,0.0795653,-0.179199
2.198,1.13614,-0.540929,-0.0212268,0.0794631,-0.178373
2.199,1.1356,-0.541086,-0.0211474,0.0793609,-0.177548
2.2,1.13506,-0.541242,-0.0210681,0.0792587,-0.176724
2.201,1.13451,-0.541397,-0.0209889,0.0791567,-0.175902
2.202,1.13397,-0.541552,-0.0209098,0.0790547,-0.17508
2.203,1.13343,-0.541705,-0.0208308,0.0789528,-0.17426
2.204,1.13289,-0.541858,-0.0207519,0.0788509,-0.173441
2.205,1.13235,-0.542011,-0.0206731,0.0787491,-0.172623
2.206,1.13181,-0.542162,-0.0205944,0.0786474,-0.171806
2.207,1.13126,-0.542313,-0.0205158,0.0785457,-0.17099
2.208,1.13072,-0.542463,-0.0204373,0.0784441,-0.170175
2.209,1.13018,-0.542613,-0.0203589,0.0783426,-0.169362
2.21,1.12964,-0.542761,-0.0202806,0.0782411,-0.168549
2.211,1.12909,-0.542909,-0.0202024,0.0781397,-0.167738
2.212,1.12855,-0.543056,-0.0201243,0.0780384,-0.166928
2.213,1.12801,-0.543203,-0.0200463,0.0779371,-0.166119
2.214,1.12746,-0.543348,-0.0199684,0.0778359,-0.165311
2.215,1.12692,-0.543493,-0.0198906,0.0777348,-0.164505
2.216,1.12638,-0.543638,-0.019813,0.0776337,-0.163699
2.217,1.12583,-0.543781,-0.0197354,0.0775327,-0.162895
2.218,1.12529,-0.543924,-0.0196579,0.0774318,-0.162091
2.219,1.12474,-0.544066,-0.0195805,0.077331,-0.161289
2.22,1.1242,-0.544207,-0.0195032,0.0772302,-0.160488
2.221,1.12366,-0.544348,-0.019426,0.0771294,-0.159688
2.222,1.12311,-0.544488,-0.019349,0.0770288,-0.158889
2.223,1.12257,-0.544627,-0.019272,0.0769282,-0.158092
2.224,1.12202,-0.544765,-0.0191951,0.0768277,-0.157295
2.225,1.12148,-0.544903,-0.0191183,0.0767272,-0.1565
2.226,1.12093,-0.54504,-0.0190417,0.0766268,-0.155706
2.227,1.12039,-0.545176,-0.0189651,0.0765265,-0.154912
2.228,1.11984,-0.545312,-0.0188886,0.0764262,-0.15412
2.229,1.1193,-0.545447,-0.0188122,0.076326,-0.153329
2.23,1.11875,-0.545581,-0.018736,0.0762259,-0.152539
2.231,1.11821,-0.545714,-0.0186598,0.0761259,-0.151751
2.232,1.11766,-0.545847,-0.0185837,0.0760259,-0.150963
2.233,1.11711,-0.545979,-0.0185077,0.075926,-0.150177
2.234,1.11657,-0.54611,-0.0184319,0.0758261,-0.149391
2.235,1.11602,-0.546241,-0.0183561,0.0757263,-0.148607
2.236,1.11548,-0.546371,-0.0182804,0.0756266,-0.147824
2.237,1.11493,-0.5465,-0.0182048,0.075527,-0.147042
2.238,1.11438,-0.546628,-0.0181293,0.0754274,-0.146261
2.239,1.11384,-0.546756,-0.018054,0.0753279,-0.145481
2.24,1.11329,-0.546883,-0.0179787,0.0752285,-0.144702
2.241,1.11274,-0.547009,-0.0179035,0.0751291,-0.143925
2.242,1.1122,-0.547135,-0.0178284,0.0750298,-0.143148
2.243,1.11165,-0.54726,-0.0177535,0.0749306,-0.142373
2.244,1.1111,-0.547384,-0.0176786,0.0748314,-0.141599
2.245,1.11055,-0.547508,-0.0176038,0.0747323,-0.140826
2.246,1.11001,-0.54763,-0.0175291,0.0746333,-0.140053
2.247,1.10946,-0.547753,-0.0174545,0.0745344,-0.139282
2.248,1.10891,-0.547874,-0.01738,0.0744355,-0.138513
2.249,1.10836,-0.547995,-0.0173057,0.0743367,-0.137744
2.25,1.10781,-0.548115,-0.0172314,0.0742379,-0.136976
2.251,1.10727,-0.548234,-0.0171572,0.0741392,-0.13621
2.252,1.10672,-0.548353,-0.0170831,0.0740406,-0.135444
2.253,1.10617,-0.548471,-0.0170091,0.0739421,-0.13468
2.254,1.10562,-0.548588,-0.0169352,0.0738436,-0.133916
2.255,1.10507,-0.548705,-0.0168614,0.0737452,-0.133154
2.256,1.10452,-0.54882,-0.0167877,0.0736469,-0.132393
2.257,1.10397,-0.548936,-0.0167141,0.0735486,-0.131633
2.258,1.10343,-0.54905,-0.0166406,0.0734504,-0.130874
2.259,1.10288,-0.549164,-0.0165672,0.0733523,-0.130116
2.26,1.10233,-0.549277,-0.0164939,0.0732543,-0.129359
2.261,1.10178,-0.54939,-0.0164207,0.0731563,-0.128604
2.262,1.10123,-0.549501,-0.0163476,0.0730584,-0.127849
2.263,1.10068,-0.549612,-0.0162746,0.0729605,-0.127096
2.264,1.10013,-0.549723,-0.0162017,0.0728628,-0.126343
2.265,1.09958,-0.549833,-0.0161289,0.0727651,-0.125592
2.266,1.09903,-0.549942,-0.0160561,0.0726674,-0.124842
2.267,1.09848,-0.55005,-0.0159835,0.0725699,-0.124093
2.268,1.09793,-0.550158,-0.015911,0.0724724,-0.123344
2.269,1.09738,-0.550265,-0.0158386,0.072375,-0.122597
2.27,1.09683,-0.550371,-0.0157663,0.0722776,-0.121851
2.271,1.09628,-0.550477,-0.015694,0.0721803,-0.121107
2.272,1.09573,-0.550582,-0.0156219,0.0720831,-0.120363
2.273,1.09518,-0.550686,-0.0155499,0.071986,-0.11962
2.274,1.09463,-0.55079,-0.0154779,0.0718889,-0.118878
2.275,1.09408,-0.550893,-0.0154061,0.0717919,-0.118138
2.276,1.09352,-0.550995,-0.0153343,0.071695,-0.117398
2.277,1.09297,-0.551097,-0.0152627,0.0715981,-0.11666
2.278,1.09242,-0.551198,-0.0151911,0.0715013,-0.115923
2.279,1.09187,-0.551298,-0.0151197,0.0714046,-0.115186
2.28,1.09132,-0.551398,-0.0150483,0.071308,-0.114451
2.281,1.09077,-0.551497,-0.0149771,0.0712114,-0.113717
2.282,1.09022,-0.551595,-0.0149059,0.0711149,-0.112984
2.283,1.08967,-0.551693,-0.0148348,0.0710185,-0.112252
2.284,1.08911,-0.55179,-0.0147639,0.0709221,-0.111521
2.285,1.08856,-0.551886,-0.014693,0.0708258,-0.110791
2.286,1.08801,-0.551982,-0.0146222,0.0707296,-0.110062
2.287,1.08746,-0.552077,-0.0145515,0.0706335,-0.109335
2.288,1.08691,-0.552171,-0.014481,0.0705374,-0.108608
2.289,1.08635,-0.552265,-0.0144105,0.0704414,-0.107882
2.29,1.0858,-0.552358,-0.0143401,0.0703454,-0.107158
2.291,1.08525,-0.55245,-0.0142698,0.0702496,-0.106434
